full_text,created_at
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 20:57:38
COVID-19 vaccine could be given to UK volunteers ‘within the next week or so’  https://t.co/SqBWBJ4s52,2020-04-20 20:49:44
"RT @DailyMailUK: MMR vaccine is 'safe and does not cause autism', study finds https://t.co/OIg3YgomJN",2020-04-20 21:15:57
"CHINA RESEARCH TEAM RELEASES FIRST ANIMAL EXPERIMENTAL DATA ON COVID19 VACCINE TRIAL- GLOBAL TIMES

Get our news in real-time:

https://t.co/RQNYBLPhAz #news #breaking #fintwit",2020-04-20 21:05:31
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 20:59:57
"So I'm trapped in London for a pandemic, but still in the wrong postcode to sign up for the vaccine trials... 
https://t.co/NoTFHuJnU2",2020-04-20 21:03:05
"RT @FirstSquawk: CHINA RESEARCH TEAM RELEASES FIRST ANIMAL EXPERIMENTAL DATA ON COVID19 VACCINE TRIAL- GLOBAL TIMES

Get our news in real-t…",2020-04-20 21:22:06
"Back to normal life now. NHS has capacity. Nature rules life not data from ""experts"". I wont ever take a rushed through vaccine and know many who won't. End lockdown &amp; stop killing the livelihoods of approx 66.4 million in the UK in many, many ways. @MattHancock #endthelockdown",2020-04-20 21:26:09
RT @Grumpybraindoc: A typically excellent lpng read from @ShaunLintern on the #coronavirus virus and why more haste and less speed is impor…,2020-04-20 21:15:47
@julio_forever_1 @askomartin @drhuerta https://t.co/mwjo8bLlRr,2020-04-20 21:28:27
RT @truthytruth123: @YardleyShooting Its because Mike Bill Gates paid them 5.8 million pounds in 2019 to totally brainwash the UK public in…,2020-04-20 21:27:56
"RT @RCPath: We’re pleased that College Fellow and Deputy Chief Medical Officer for England, Professor Jonathan Van-Tam, is leading on the n…",2020-04-20 20:52:19
"RT @HPRU_BSE: Experts @BristolUni have united under the banner Bristol UNCOVER, to combine resources &amp; streamline the city's research effor…",2020-04-20 21:27:34
RT @NicoOlsze: 3) ¿O sea que ya tienen una vacuna efectiva y la van a empezar a producir en masa? No. Todavía ni siquiera empezaron las pru…,2020-04-20 21:06:35
"CHINA RESEARCH TEAM RELEASES FIRST ANIMAL EXPERIMENTAL DATA ON COVID19 VACCINE TRIAL- GLOBAL TIMES

Get our news in real-time:

https://t.co/JlOKqd0Bkj",2020-04-20 21:05:00
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 21:27:19
This is the new vaccine manufacturing facility that will make the Covid-19 vaccine for the UK once the vaccine is developed #covid19 #vaccines #covid19vaccine  https://t.co/cYY9UyMj63,2020-04-20 21:40:36
@talkRADIO @tomhfh @danwootton Gosh I think it's plausible that China haven't gather all there information from relevant source in time of reporting UK isn't counting care home deaths... Meanwhile WHO is promoting a vaccine for the virus that isn't developed or tested who knew 🤷🙋💁,2020-04-20 21:02:06
RT @Belcourtoi: #ODX This ties up really well with the funding part of things for ODX and also our new partners Mologic and of course the U…,2020-04-20 21:17:02
"RT @RDsouthampton: If you are:

✅ healthy 
✅ aged 18-55 
✅ and based within the Southampton area

you can help us develop a safe vaccine ag…",2020-04-20 21:03:49
"RT @news_ub: 📰 | Our experts are working with @TheBindingSite @uhbtrust and @BHPComms
on improving detection of #COVID19 antibodies – the b…",2020-04-20 20:48:16
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 21:27:44
RT @WOWpetition: https://t.co/cTMyYWi1WO,2020-04-20 21:01:18
"RT @FergalBowers: Trials of a vaccine that could protect against Covid-19 are to start in the UK. Work on the vaccine, developed by clinica…",2020-04-20 21:37:57
"Connor Bamford: Until a vaccine, all our strategies must protect NHS and vulnerable
https://t.co/nYvhwscsdp https://t.co/IIo6Nhhb23",2020-04-20 21:03:11
"RT @FirstSquawk: CHINA RESEARCH TEAM RELEASES FIRST ANIMAL EXPERIMENTAL DATA ON COVID19 VACCINE TRIAL- GLOBAL TIMES

Get our news in real-t…",2020-04-20 21:05:23
"@DominicRaab The UK has a long-term commitment to vaccines investment and is the largest funder to #Gavi, the global #vaccine alliance. 
Reminder - #BillGates has a permanent seat on the Gavi Board &amp; involved with #Wellcome trust
https://t.co/NFWlPIKwaz",2020-04-20 20:56:55
Djokovic's vaccine reluctance may halt career post coronavirus crisis https://t.co/BTwwI9KcYj via @MailOnline,2020-04-20 20:49:50
RT @piersmorgan: BREAKING: Health minister says UK will be in ‘full lockdown’ until there is COVID-19 vaccine - which experts say will be a…,2020-04-20 21:09:57
RT @tomcockroft86: Recruitment for COVID vaccine study is starting tomorrow at Hammersmith. The link below takes you through to study infor…,2020-04-20 20:10:12
Human trials for Covid-19 vaccine set to begin next week https://t.co/uYMXYRwS25,2020-04-20 20:18:55
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 20:35:49
"RT @greg_jenner: As the world hopes for a #vaccine, please help preserve the home of the pioneer behind vaccination, Edward Jenner (no rela…",2020-04-20 20:07:18
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 20:42:13
"RT @NoIAmTonyGreen: From the Department of I Had No Idea They Were That Stupid :

https://t.co/9ZrR8hKeVM",2020-04-20 19:59:18
"RT @BBCWorld: Tennis world number one Novak Djokovic says he is opposed to compulsory coronavirus vaccination

https://t.co/ZJ77f5jfts http…",2020-04-20 20:00:18
"RT @lindayueh: Scientist working on a vaccine said a 2nd wave is highly probable when social distancing is eventually relaxed.

“The real b…",2020-04-20 20:38:26
@KeithMillsD7 It does raise more questions than answers...how reliable are the figures being given and secondly why are we holding out for a vaccine given this https://t.co/0I9OvvKvkS,2020-04-20 20:26:43
"RT @BintuMansaray9: An amazing opportunity to be part of writing the UKCDR safeguarding principles. Now more than ever, safeguarding in res…",2020-04-20 19:56:10
RT @sentimentalyume: Coronavirus death rate SIX TIMES lower in countries with BCG vaccine https://t.co/tnBlvKO8d0 via @MailOnline,2020-04-20 19:59:03
@DjokerNole says he is ‘opposed to vaccination’ https://t.co/RNzPXiHqYe via @lukedbrown,2020-04-20 20:31:16
"RT @OxfordVacGroup: The OVC team are working hard for the COVID-19 vaccine trial. Participants' screening for the Phase I trial has begun,…",2020-04-20 20:30:39
RT @Belcourtoi: #ODX This ties up really well with the funding part of things for ODX and also our new partners Mologic and of course the U…,2020-04-20 19:56:47
RT @Belcourtoi: #ODX This ties up really well with the funding part of things for ODX and also our new partners Mologic and of course the U…,2020-04-20 20:10:53
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 20:26:54
RT @luketomhanrahan: Scientists at the University of Oxford say they should have at least a million doses of a coronavirus vaccine by Septe…,2020-04-20 19:55:09
"Hi @DFID_UK — no child should suffer from preventable disease. I’m proud #UKAid has protected 76 million children’s lives through @gavi, the Vaccine Alliance — now will you lead the world and support 25% of #Gavi's work to 2025 to #DefeatDiseaseTogether?",2020-04-20 20:08:53
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 20:13:54
"RT @RDsouthampton: If you are:

✅ healthy 
✅ aged 18-55 
✅ and based within the Southampton area

you can help us develop a safe vaccine ag…",2020-04-20 20:13:35
My friends @ImperialNHS are working to develop a vaccine against #COVID19 and need your help. Volunteers are compensated £190-£625 for their time and travel. Please click on the link to find out more https://t.co/ghvGBk1mAV,2020-04-20 20:44:47
RT @uclnews: A national study called 'Virus Watch' has been launched by UCL &amp; led by Prof Andrew Hayward @UCL_IEHC. It will show how common…,2020-04-20 20:02:54
"RT @ukCPI: CPI is joining the national taskforce to identify and develop a #COVID19 vaccine.

Using our extensive expertise we'll play a ke…",2020-04-20 19:55:15
"RT @thetimes: Britain must prepare for a second wave of Covid-19, a leading scientist working on a vaccine has said https://t.co/ETVxv9Iuoh",2020-04-20 20:06:47
"@AvivaKlompas @NobelPrize Well Aviva, according to scientists here in UK Oxford University, they are already at the human testing stage of new vaccine. I also heard Israeli scientists were at the same stage...😊 But, whoever, should definitely win Nobel.",2020-04-20 20:45:27
"RT @ds13_manon: @dhboughton @garethicke Porton Biopharma, majority shareholder UK Secretary of State for Health, works on vaccines, such as…",2020-04-20 20:13:34
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 20:02:10
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 20:06:14
"RT @thetimes: Britain must prepare for a second wave of Covid-19, a leading scientist working on a vaccine has said https://t.co/ETVxv9Iuoh",2020-04-20 20:02:35
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 20:33:34
"RT @IntVetVaccNet: Over the next few weeks, we will be highlighting our members' #coronavirus research.

We spoke to @ExpreS2ionB CEO Bent…",2020-04-20 20:24:05
RT @UHSFT: Southampton researchers set to begin #COVID19 vaccine trials https://t.co/eU2DhRuJXo https://t.co/vOFlf9lAlx,2020-04-20 20:33:27
Inside the lab leading Bristol's coronavirus vaccine effort https://t.co/I9Y2uA618M,2020-04-20 20:22:56
@Eurosport_UK Good for him! Not enough testing! Everyone that wants a vaccine can get it and the microchip too,2020-04-20 19:55:05
"RT @IndySport: Novak Djokovic says he is ‘opposed to vaccination’ 

https://t.co/S0JgIIDPF3",2020-04-20 20:34:46
RT @lindayueh: Gov chief scientific adviser Vallance: “All new vaccines that come into development are long shots. #Coronavirus will be no…,2020-04-20 20:36:36
"3) ¿O sea que ya tienen una vacuna efectiva y la van a empezar a producir en masa? No. Todavía ni siquiera empezaron las pruebas en humanos. Según esta noticia oficial, empezarían esta semana con 510 voluntarios.
https://t.co/iZ3XyxEkVF",2020-04-20 20:28:31
"@MattHancock  in relation to censorship of neg vax opinion becoming UK Law- this vax group have just admitted no double blind trial, &amp; using another vaccine as the ‘placebo’. This is fraudulent science and exactly why educated people understand the risk. #JustSaying https://t.co/myUWG6aSke",2020-04-20 20:29:39
RT @NicoOlsze: 3) ¿O sea que ya tienen una vacuna efectiva y la van a empezar a producir en masa? No. Todavía ni siquiera empezaron las pru…,2020-04-20 20:35:08
"RT @thetimes: Britain must prepare for a second wave of Covid-19, a leading scientist working on a vaccine has said https://t.co/ETVxv9Iuoh",2020-04-20 20:17:14
RT @dailyecho: Trials for vaccine that could protect against Covid-19 set to begin in Southampton https://t.co/PiseWKxFDK https://t.co/rCmd…,2020-04-20 20:00:22
RT @Belcourtoi: #ODX This ties up really well with the funding part of things for ODX and also our new partners Mologic and of course the U…,2020-04-20 20:24:32
"RT @imperialcollege: Finally, a team led by our Professor Robin Shattock @roboskis has been awarded government funding to take their work o…",2020-04-20 20:27:15
RT @evankirstel: #MMR vaccine is 'safe and does not cause autism' according to a review of dozens of studies into the medication involving…,2020-04-20 20:33:03
UK coronavirus vaccine: When will one be available - and how would it work? https://t.co/oF18YJ7FhK,2020-04-20 19:56:24
"Novak Djokovic says he is ‘opposed to vaccination’ 

https://t.co/S0JgIIDPF3",2020-04-20 20:30:00
RT @Belcourtoi: #ODX This ties up really well with the funding part of things for ODX and also our new partners Mologic and of course the U…,2020-04-20 20:17:47
"RT @thetimes: Britain must prepare for a second wave of Covid-19, a leading scientist working on a vaccine has said https://t.co/ETVxv9Iuoh",2020-04-20 20:44:01
"RT @RadioWqph: This seems significant:

https://t.co/a3LignJju2",2020-04-20 20:03:28
https://t.co/cTMyYW0qye,2020-04-20 20:37:14
Sturgeon: Social distancing could stay in place until Covid-19 vaccine found https://t.co/VLdWQtGkr6 via @yahooNewsUK,2020-04-20 20:36:23
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 19:58:47
"RT @greg_jenner: As the world hopes for a #vaccine, please help preserve the home of the pioneer behind vaccination, Edward Jenner (no rela…",2020-04-20 20:44:59
"RT @HighWireTalk: ""Developing a vaccine for Covid-19 could be tricky"" RT #Coronavirus vaccine may never be developed, warns expert - but vi…",2020-04-20 20:07:14
"@RosaleeAdams Good news
https://t.co/gvj8fa2M7G",2020-04-20 20:42:16
"RT @FergalBowers: Trials of a vaccine that could protect against Covid-19 are to start in the UK. Work on the vaccine, developed by clinica…",2020-04-20 20:09:05
"RT @HighWireTalk: ""Developing a vaccine for Covid-19 could be tricky"" RT #Coronavirus vaccine may never be developed, warns expert - but vi…",2020-04-20 20:08:55
